id,author_id,author_name,invite_code,title,game_name,category,description,image_url,template,status,featured_score
preseed-bottle-034,preseed-user-034,青铜试炼者,PRESEED034,差一点赢也值得,铜塔试炼,战绩,它的战斗不会骗你。每次失败都能看出下一次该怎么调整，终于过关的时候像亲手把节奏拼完整了。,/samples/bottle-07.webp,combat,approved,86
preseed-bottle-035,preseed-user-035,夜航调频员,PRESEED035,电台里传来的风,午夜航线,故事情节,声音设计太会留白了。你听见的不只是任务提示，而像某个人在很远的地方努力确认你还活着。,/samples/bottle-08.webp,story,approved,89
preseed-bottle-036,preseed-user-036,灯塔摄影师,PRESEED036,暴雨里的灯塔,海蚀灯塔,震撼的场景,风雨打在镜头上时我几乎忘了赶路。灯塔亮起来那一秒不是漂亮，是让人相信还能回去。,/samples/bottle-09.webp,cinematic,approved,91
preseed-bottle-037,preseed-user-037,沙海领队,PRESEED037,沙丘尽头的遗迹,沙海旧约,外观,它的黄色不是单调的沙，而是会随着时间变冷变亮。遗迹从风里浮出来的时候特别有发现感。,/samples/bottle-01.webp,adventure,approved,78
preseed-bottle-038,preseed-user-038,边界绘梦人,PRESEED038,地图之外还有路,无界荒原,震撼的场景,很多开放世界只是把地图做大，但它让我真的想走远。不是为了收集点，而是想知道天边那道光后面是什么。,/samples/bottle-02.webp,open-world,approved,90
preseed-bottle-039,preseed-user-039,旧馆管理员,PRESEED039,书页会替人说话,长夜图书馆,故事情节,谜题和文本结合得很自然。每解开一层都不是奖励道具，而是看见一个人曾经怎样选择和后悔。,/samples/bottle-03.webp,puzzle,approved,82
preseed-bottle-040,preseed-user-040,晨雾巡林员,PRESEED040,雾散前不要赶路,鹿鸣森林,外观,森林里最美的是那些不急着展示的瞬间。晨雾慢慢退开，鸟声和脚步声一起把场景变得很真实。,/samples/bottle-04.webp,open-world,approved,87
preseed-bottle-041,preseed-user-041,火线回放员,PRESEED041,这一枪不是运气,零点火线,战绩,对枪反馈很干净，赢的时候知道自己赢在哪里。残局处理需要冷静，最后那一下反而有种把呼吸压稳的爽感。,/samples/bottle-05.webp,combat,approved,83
preseed-bottle-042,preseed-user-042,雪原邮差,PRESEED042,把信送到世界尽头,北境来信,人物,主角的坚持不靠大台词支撑，而是靠每一步雪地脚印。你会愿意陪他走下去，因为那封信真的很重要。,/samples/bottle-06.webp,narrative,approved,88
preseed-bottle-043,preseed-user-043,风车修补匠,PRESEED043,小镇重新转起来,风车镇,外观,经营和修复做得很舒服。看着停摆的风车一点点动起来，整个小镇像从沉睡里醒过来。,/samples/bottle-07.webp,simulation,approved,76
preseed-bottle-044,preseed-user-044,深空采样员,PRESEED044,陌生星球的第一步,薄暮星,震撼的场景,登陆舱打开时没有夸张音乐，只有风声和远处的光。它让第一次踏上陌生星球这件事显得很庄重。,/samples/bottle-08.webp,space,approved,94
preseed-bottle-045,preseed-user-045,河谷观察者,PRESEED045,河水把路带远了,绿河纪事,震撼的场景,顺着河往下走会遇见很多计划外的东西。它把探索感藏在自然流动里，不靠地图问号催你。,/samples/bottle-09.webp,adventure,approved,85
preseed-bottle-046,preseed-user-046,故障乐师,PRESEED046,机械也会唱歌,回路交响,人物,角色像坏掉的机器一样笨拙，却在一点点学会表达。它把温柔写进故障音里，很怪但很动人。,/samples/bottle-01.webp,indie,approved,80
preseed-bottle-047,preseed-user-047,遗迹破译员,PRESEED047,墙上的符号亮了,古城断章,故事情节,解谜不是为了打开下一扇门，而是在慢慢还原一个文明如何消失。每个符号亮起都像听见很久以前的回声。,/samples/bottle-02.webp,puzzle,approved,86
preseed-bottle-048,preseed-user-048,雨幕潜行者,PRESEED048,雨声盖住脚步,黑街潜影,战绩,潜行系统给了足够多的选择。最爽的不是击倒敌人，而是一整段路线干净通过后才发现自己没有惊动任何人。,/samples/bottle-03.webp,stealth,approved,84
preseed-bottle-049,preseed-user-049,晴空飞行员,PRESEED049,穿过云洞那一秒,翼影群岛,炸裂的截图,飞行手感很轻，云层又很厚。冲出云洞看到群岛铺开时，截图只是记录，真正厉害的是那一下速度感。,/samples/bottle-04.webp,snapshot,approved,92
preseed-bottle-050,preseed-user-050,旧港记录师,PRESEED050,潮湿空气里的告别,旧港往事,故事情节,它没有用大悲剧压人，而是让每一次离别都发生在很普通的地方。码头风声一响我就知道要难受了。,/samples/bottle-05.webp,story,approved,87
preseed-bottle-051,preseed-user-051,霓虹导航员,PRESEED051,城市夜色很锋利,霓虹裂隙,外观,霓虹不是滤镜，而是把整个城市的疲惫和欲望都照出来。街角反光特别漂亮，也特别不安。,/samples/bottle-06.webp,cinematic,approved,89
preseed-bottle-052,preseed-user-052,边境药剂师,PRESEED052,救下一个陌生人,荒原诊所,人物,支线很克制，没有强行煽情。你只是做了一个小选择，后来却在另一个地方看见它真的改变了某个人的命运。,/samples/bottle-07.webp,narrative,approved,85
preseed-bottle-053,preseed-user-053,铁轨守望者,PRESEED053,远方列车带来答案,群山铁道,震撼的场景,列车穿过山谷的镜头太有力量了。它让赶路本身变成期待，窗外每一次变光都像新的章节。,/samples/bottle-08.webp,adventure,approved,82
preseed-bottle-054,preseed-user-054,极光露营者,PRESEED054,夜空把人照亮,极光营地,震撼的场景,极光出现时没有任务奖励弹窗，只有队友安静坐下。那一刻我觉得游戏真正信任玩家会自己记住美。,/samples/bottle-09.webp,open-world,approved,95
preseed-bottle-055,preseed-user-055,灰塔守门人,PRESEED055,塔顶风声很冷,灰塔回声,战绩,爬塔过程很硬，但每层都给了清楚反馈。打到塔顶时不是单纯变强，而像终于理解了这套规则。,/samples/bottle-01.webp,combat,approved,81
preseed-bottle-056,preseed-user-056,梦境裁缝,PRESEED056,梦里也有缝线,绒梦工坊,外观,美术风格柔软但不甜腻。那些布料和光影像真的被手工缝出来，角色走过时整个画面都有触感。,/samples/bottle-02.webp,indie,approved,79
preseed-bottle-057,preseed-user-057,古树倾听者,PRESEED057,树会记得一切,森语纪年,故事情节,它把历史讲得像年轮一样慢。你读到的不是设定集，而是一棵树如何看着很多人来过又离开。,/samples/bottle-03.webp,narrative,approved,88
preseed-bottle-058,preseed-user-058,荒岛料理人,PRESEED058,一顿饭救回心情,潮岛余生,人物,生存玩法里最打动我的居然是做饭。材料很少的时候，一顿热饭就能让角色和玩家都松一口气。,/samples/bottle-04.webp,survival,approved,74
preseed-bottle-059,preseed-user-059,峡谷速降员,PRESEED059,贴着岩壁飞过去,赤峡竞速,战绩,赛道设计有危险感但不混乱。贴着岩壁过弯时手心会紧，冲线后回放看起来也特别漂亮。,/samples/bottle-05.webp,racing,approved,83
preseed-bottle-060,preseed-user-060,月光拾荒者,PRESEED060,废土月色很温柔,月蚀荒原,炸裂的截图,废土通常容易做成灰，但这里的月光让破败有了层次。截图很冷，角色站在那里却显得很有人味。,/samples/bottle-06.webp,snapshot,approved,90
preseed-bottle-061,preseed-user-061,钟楼校准员,PRESEED061,时间被重新拧紧,钟楼迷局,故事情节,时间谜题没有故弄玄虚，每一步都能推回逻辑。最后钟声响起时，前面所有细节都突然对上了。,/samples/bottle-07.webp,puzzle,approved,86
preseed-bottle-062,preseed-user-062,海雾侦察兵,PRESEED062,船影从雾里出现,雾海哨站,震撼的场景,海雾让视野变小，也让每个声音更重要。远处船影慢慢出现时，那种未知感比战斗还抓人。,/samples/bottle-08.webp,cinematic,approved,88
preseed-bottle-063,preseed-user-063,街机复盘员,PRESEED063,输掉也想再来一局,热浪街机,战绩,节奏非常上头，但不是乱。每次失败都只差一点点，那种差一点让我愿意马上重开。,/samples/bottle-09.webp,arcade,approved,77
preseed-bottle-064,preseed-user-064,白墙画师,PRESEED064,一面墙变成世界,涂鸦边界,外观,它的涂鸦不是装饰，而是玩法的一部分。颜色铺开的瞬间，原本死板的墙面突然有了呼吸。,/samples/bottle-01.webp,indie,approved,82
preseed-bottle-065,preseed-user-065,猎人笔记者,PRESEED065,追踪本身就好玩,荒林猎迹,战绩,它没有把猎物直接塞到你面前，而是让脚印和声音告诉你方向。成功靠观察而不是莽，这点很舒服。,/samples/bottle-02.webp,combat,approved,84
preseed-bottle-066,preseed-user-066,浮岛邮递员,PRESEED066,云端有一封信,浮岛邮局,人物,送信任务本来很普通，但每个收信人的反应都写得真诚。你会觉得自己不是跑腿，而是在连接这些孤岛。,/samples/bottle-03.webp,adventure,approved,80
preseed-bottle-067,preseed-user-067,旧船木匠,PRESEED067,把破船修到能出海,木船工坊,外观,从漏水的旧船到可以远航的船，这个过程特别有成就感。每块木板都像玩家亲手安上去的。,/samples/bottle-04.webp,simulation,approved,78
preseed-bottle-068,preseed-user-068,黑潮记录员,PRESEED068,水面下有别的世界,黑潮潜域,震撼的场景,潜下去之后声音突然变得很远。光从水面落下来时，恐惧和好奇会同时把你往深处拉。,/samples/bottle-05.webp,survival,approved,87
preseed-bottle-069,preseed-user-069,风暴见证人,PRESEED069,风暴不是背景音,风暴前线,炸裂的截图,暴风云压过来的时候整个场景都变了。它不只是天气系统，而是在逼你重新判断路线和风险。,/samples/bottle-06.webp,snapshot,approved,91
preseed-bottle-070,preseed-user-070,银月决斗者,PRESEED070,月光下那次反击,银月剑歌,战绩,Boss 战的节奏特别干净。最喜欢那次低血量反击，不是数值翻盘，而是终于读懂了对手的动作。,/samples/bottle-07.webp,combat,approved,89
preseed-bottle-071,preseed-user-071,荒城播报员,PRESEED071,广播还在继续,荒城电台,故事情节,城市已经空了，但广播还在一遍遍播放。等你听懂那些重复句子时，整个地图突然变得很难过。,/samples/bottle-08.webp,story,approved,86
preseed-bottle-072,preseed-user-072,湖畔考古员,PRESEED072,湖底藏着旧王国,镜湖遗城,震撼的场景,湖面很安静，湖底却藏着完整的废墟。下潜时看到塔尖的一刻，我真的有种发现历史的震动。,/samples/bottle-09.webp,adventure,approved,92
preseed-bottle-073,preseed-user-073,纸灯巡游者,PRESEED073,灯影走过长街,纸灯夜市,外观,夜市没有堆满特效，却很有生活气。纸灯晃动时，人声和摊位声一起把那条街变得可信。,/samples/bottle-01.webp,cinematic,approved,83
preseed-bottle-074,preseed-user-074,空港维修员,PRESEED074,飞船起飞前一秒,空港晨线,震撼的场景,引擎点火前的安静最迷人。所有角色都在各自忙碌，那一秒让我觉得这个世界真的在运行。,/samples/bottle-02.webp,space,approved,88
preseed-bottle-075,preseed-user-075,迷宫制图人,PRESEED075,走错路也有收获,回环迷宫,故事情节,迷宫没有把死路做成惩罚，很多错误路线反而藏着故事。它鼓励你慢下来，而不是只盯着出口。,/samples/bottle-03.webp,puzzle,approved,79
preseed-bottle-076,preseed-user-076,麦田守望者,PRESEED076,黄昏把麦浪推远,金色田埂,震撼的场景,麦田场景太会用光了。黄昏扫过来时，普通的田埂也变成一段值得停下来的旅程。,/samples/bottle-04.webp,open-world,approved,81
preseed-bottle-077,preseed-user-077,遗忘调酒师,PRESEED077,吧台后的陌生人,最后一杯,人物,对话写得像真的在深夜聊天。每个人都只说一点点，但你能从酒杯和停顿里听见他们的生活。,/samples/bottle-05.webp,narrative,approved,84
preseed-bottle-078,preseed-user-078,矿车操控员,PRESEED078,贴地飞驰很痛快,矿车狂想,战绩,速度感来得很直接，但线路不是纯反应。提前看清岔路并成功切过去的那一下特别爽。,/samples/bottle-06.webp,racing,approved,76
preseed-bottle-079,preseed-user-079,极夜巡逻员,PRESEED079,黑夜终于裂开,极夜边境,震撼的场景,长时间的黑暗不是折磨，而是在积蓄那道光的重量。天亮的一刻，我觉得自己跟角色一起撑过来了。,/samples/bottle-07.webp,survival,approved,90
preseed-bottle-080,preseed-user-080,古堡听风者,PRESEED080,走廊尽头的回声,风蚀古堡,故事情节,古堡不是吓人的空壳，而像一段被风磨损的家族史。你越往里走，越能感觉到某种沉默的悔意。,/samples/bottle-08.webp,horror,approved,85
preseed-bottle-081,preseed-user-081,草原向导,PRESEED081,地平线很慷慨,长风草原,震撼的场景,草原看似空旷，但远处每一道起伏都在邀请你过去。风吹过的时候，整个画面都有方向感。,/samples/bottle-09.webp,open-world,approved,87
preseed-bottle-082,preseed-user-082,蓝图收藏家,PRESEED082,把想法搭成机器,折叠工坊,战绩,搭建系统自由但不失控。看到自己设计的奇怪机器真的跑起来，那种成就感比奖励结算更有趣。,/samples/bottle-01.webp,simulation,approved,80
preseed-bottle-083,preseed-user-083,星港旅客,PRESEED083,候船厅里的人生,星港候船厅,人物,它很擅长写等待。那些过客只是短暂停留，却让你看见每个人都带着自己的目的地。,/samples/bottle-02.webp,narrative,approved,82
preseed-bottle-084,preseed-user-084,火山测温员,PRESEED084,熔岩照亮了夜路,赤岩之心,炸裂的截图,火山场景不是单纯红，而是有黑石灰烬和高温的压迫。熔岩亮起来时整个屏幕都像在发热。,/samples/bottle-03.webp,snapshot,approved,93
preseed-bottle-085,preseed-user-085,镜面滑手,PRESEED085,冰面反光太漂亮,镜湖速滑,外观,冰面反射和速度结合得很好。转弯时能看到天空在脚下碎开，画面漂亮但操作也很有手感。,/samples/bottle-04.webp,racing,approved,78
preseed-bottle-086,preseed-user-086,暗潮潜伏者,PRESEED086,别惊动水里的东西,暗潮禁区,战绩,潜行和资源压力结合得很紧。你不是强到可以碾过去，而是必须听水声判断什么时候该停下来。,/samples/bottle-05.webp,stealth,approved,86
preseed-bottle-087,preseed-user-087,群岛制图师,PRESEED087,每座岛都有脾气,碎岛航图,震撼的场景,群岛探索很有记忆点。每座岛的天气和地形都不一样，靠近之前就能感到它们的性格。,/samples/bottle-06.webp,adventure,approved,89
preseed-bottle-088,preseed-user-088,红叶信使,PRESEED088,秋天把路染红,红叶驿路,外观,红叶场景很容易俗，但它做得很克制。风吹过时落叶不是特效，而像在替旅程翻页。,/samples/bottle-07.webp,cinematic,approved,84
preseed-bottle-089,preseed-user-089,残响修音师,PRESEED089,音乐停下后更安静,残响剧场,故事情节,剧场章节最打动人的是收音。音乐停止之后的空白让前面的旋律变得更重，也让结局更有余味。,/samples/bottle-08.webp,story,approved,90
preseed-bottle-090,preseed-user-090,黑曜攀登者,PRESEED090,手指离终点很近,黑曜山壁,战绩,攀爬不是折磨玩家，而是在训练耐心。最后几米每一次抓点都很紧张，登顶时真的会长出一口气。,/samples/bottle-09.webp,indie,approved,81
preseed-bottle-091,preseed-user-091,萤火采集员,PRESEED091,夜林里亮起小路,萤火旧径,震撼的场景,萤火虫不是为了好看才出现，而是在一点点替你指路。夜林亮起来时像世界终于愿意接纳你。,/samples/bottle-01.webp,open-world,approved,88
preseed-bottle-092,preseed-user-092,灰烬医生,PRESEED092,救援比胜利更重要,灰烬救援队,人物,它把英雄感做得很低调。救下人的时候没有夸张庆祝，只有疲惫和松一口气，这反而更真实。,/samples/bottle-02.webp,simulation,approved,85
preseed-bottle-093,preseed-user-093,裂谷回声师,PRESEED093,喊声会被山记住,裂谷行歌,故事情节,声学谜题很有新鲜感。你发出的声音会被地形改变，像是在和整座山一起完成一首歌。,/samples/bottle-03.webp,puzzle,approved,83
preseed-bottle-094,preseed-user-094,雪夜摄影师,PRESEED094,雪落下来世界变慢,雪夜小径,炸裂的截图,雪景不是简单铺白。远处灯光被雪粒挡住后，整个画面都慢下来，特别适合停住拍照。,/samples/bottle-04.webp,snapshot,approved,87
preseed-bottle-095,preseed-user-095,港湾潜水员,PRESEED095,旧锚下面有故事,锈港潜行,震撼的场景,海底旧锚和沉船让世界有了过去。你不是在搜资源，而是在一层层翻开这个港口的伤口。,/samples/bottle-05.webp,survival,approved,82
preseed-bottle-096,preseed-user-096,边城棋手,PRESEED096,一步棋改变整条街,边城棋局,战绩,策略系统不靠复杂词吓人，而是让每一步都能看见后果。赢下来的时候像真的守住了一座城。,/samples/bottle-06.webp,strategy,approved,86
preseed-bottle-097,preseed-user-097,青苔邮差,PRESEED097,慢慢走也能抵达,苔径旅人,人物,它允许玩家慢一点。路上的小互动不抢戏，却让主角的疲惫和坚持变得很具体。,/samples/bottle-07.webp,indie,approved,79
preseed-bottle-098,preseed-user-098,机械牧羊人,PRESEED098,铁皮羊群穿过晨雾,机械牧场,外观,这个设定听起来奇怪，但画面真的很有记忆点。铁皮羊群从晨雾里走出来时又荒诞又温柔。,/samples/bottle-08.webp,simulation,approved,80
preseed-bottle-099,preseed-user-099,远海占星师,PRESEED099,星图落在海面上,远海星图,震撼的场景,海面反射星空的时候很安静。你会忘记自己是在看地图，反而觉得整片海都在替你导航。,/samples/bottle-09.webp,adventure,approved,91
preseed-bottle-100,preseed-user-100,燃灯守城人,PRESEED100,城墙上的最后一盏灯,燃灯边城,故事情节,守城章节写得很稳。它没有把牺牲讲成口号，而是让一盏灯一盏灯亮起来，把责任放到你手里。,/samples/bottle-01.webp,story,approved,89
preseed-bottle-101,preseed-user-101,晨星记录员,PRESEED101,黎明从废墟升起,晨星废土,震撼的场景,废墟里的黎明很克制，没有突然变成希望大片。只是光慢慢爬上墙面，你就知道可以继续走了。,/samples/bottle-02.webp,cinematic,approved,88
preseed-bottle-102,preseed-user-102,蓝火试剑人,PRESEED102,蓝火亮起的反击,蓝火试炼,战绩,武器反馈很有重量，蓝火效果也不是纯装饰。打出完美反击时，画面和手感同时给了一个干脆的回应。,/samples/bottle-03.webp,combat,approved,90
preseed-bottle-103,preseed-user-103,旧日播种者,PRESEED103,荒地也能长出东西,旧日农场,外观,种植玩法不是单调循环。第一片绿从荒地里冒出来时，那种微小变化比很多宏大剧情都更让人开心。,/samples/bottle-04.webp,simulation,approved,77
preseed-bottle-104,preseed-user-104,月影侦探,PRESEED104,真相藏在影子里,月影档案,故事情节,推理过程没有用反转硬拽玩家。线索一直在那里，只是你需要学会看见那些被影子遮住的部分。,/samples/bottle-05.webp,narrative,approved,87
preseed-bottle-105,preseed-user-105,白沙引路人,PRESEED105,白沙很亮也很危险,白沙航迹,震撼的场景,白沙场景亮得刺眼，却不是安全的地方。它用光线制造压力，让每次远行都带着一点紧张。,/samples/bottle-06.webp,adventure,approved,83
preseed-bottle-106,preseed-user-106,霜河摆渡人,PRESEED106,冰河慢慢裂开,霜河渡口,炸裂的截图,冰面裂开的动态非常漂亮，也很吓人。你站在河中央时，会同时想截图和赶紧跑。,/samples/bottle-07.webp,snapshot,approved,88
preseed-bottle-107,preseed-user-107,夜幕筑梦师,PRESEED107,梦境边缘有座桥,梦桥彼岸,人物,角色之间的关系写得很轻，没有把情绪解释透。桥上那段沉默反而比很多对白更像告别。,/samples/bottle-08.webp,story,approved,86
preseed-bottle-108,preseed-user-108,铁林斥候,PRESEED108,钢铁森林压过来,铁林边界,震撼的场景,机械结构像森林一样长出来，压迫感很强。穿过它的时候会觉得自己不是在过地图，而是在闯入某种意志。,/samples/bottle-09.webp,space,approved,91
preseed-bottle-109,preseed-user-109,终章收藏者,PRESEED109,结尾留了一点光,余光终章,故事情节,结局没有试图回答所有问题，但它给了足够的情绪落点。那一点光留下来，让通关后还能想很久。,/samples/bottle-01.webp,narrative,approved,94
